genome	locus	family	cluster_type	provenance	functional_category	subsystem	redox_role	virulence_link
GCA_001942045.1	COCIBI_03750	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_001942045.1	COCIBI_03769	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_001942045.1	COCIBI_03772	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_001942045.1	COCIBI_04108	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_04132	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_001942045.1	COCIBI_04139	DNA_glycosylase_Nth	4Fe-4S	core_validated	DNA repair	Base excision repair (EndoIII)	DNA_repair	oxidative_stress_survival
GCA_001942045.1	COCIBI_04192	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_04462	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_001942045.1	COCIBI_04565	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_001942045.1	COCIBI_04641	IPM_isomerase_LeuC	4Fe-4S	core_validated	Amino acid metabolism	Leucine biosynthesis	catalytic_4Fe4S	
GCA_001942045.1	COCIBI_04730	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCA_001942045.1	COCIBI_04947	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_05006	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_001942045.1	COCIBI_05131	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_05170	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_001942045.1	COCIBI_05174	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_05176	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_001942045.1	COCIBI_05229	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_001942045.1	COCIBI_05350	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_05488	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCA_001942045.1	COCIBI_05509	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_001942045.1	COCIBI_05547	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_001942045.1	COCIBI_05564	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_001942045.1	COCIBI_05570	Rieske_QcrA	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (cytochrome bc1, QcrA)	electron_transport	essential_respiration
GCA_001942045.1	COCIBI_05714	Radical_SAM_LipA	4Fe-4S	core_validated	Cofactor biosynthesis	Lipoic acid synthase	radical_catalysis	essential
GCA_001942045.1	COCIBI_05809	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_001942045.1	COCIBI_05878	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCA_001942045.1	COCIBI_05994	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_001942045.1	COCIBI_06017	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_001942045.1	COCIBI_06047	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_00079	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_00080	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_00101	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_00161	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_00254	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_00356	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_00479	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_00596	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCA_002007745.1	HNDBBG_00663	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_00872	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_01114	Radical_SAM_PqqE	4Fe-4S	core_validated	Cofactor biosynthesis	PQQ biosynthesis	radical_catalysis	
GCA_002007745.1	HNDBBG_01149	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_01152	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_01235	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_01289	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_01440	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_01441	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_01528	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_01958	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_02023	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_02088	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_02108	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_02198	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_02298	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_02314	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_02325	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_02381	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_02821	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_02975	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_02984	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_02989	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCA_002007745.1	HNDBBG_03112	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_03205	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_03221	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCA_002007745.1	HNDBBG_03258	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_03275	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_03278	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_03337	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCA_002007745.1	HNDBBG_03338	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCA_002007745.1	HNDBBG_03486	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_03530	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_03664	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCA_002007745.1	HNDBBG_03689	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_03703	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_03816	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_03833	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002007745.1	HNDBBG_03973	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_03975	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_03976	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002007745.1	HNDBBG_03985	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_04097	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_04233	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_04263	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_04340	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04341	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04389	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_04420	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_04452	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_04466	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_04493	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_04531	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_04537	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04550	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04589	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCA_002007745.1	HNDBBG_04660	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_04785	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04815	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_04931	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_05054	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCA_002007745.1	HNDBBG_05070	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCA_002007745.1	HNDBBG_05196	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_05228	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_05268	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_05298	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_05301	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_05308	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_05383	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_05404	DNA_glycosylase_MutY	4Fe-4S	core_validated	DNA repair	Base excision repair (MutY)	DNA_repair	oxidative_stress_survival
GCA_002007745.1	HNDBBG_05551	DNA_glycosylase_Nth	4Fe-4S	core_validated	DNA repair	Base excision repair (EndoIII)	DNA_repair	oxidative_stress_survival
GCA_002007745.1	HNDBBG_05559	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002007745.1	HNDBBG_05755	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002007745.1	HNDBBG_05775	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002007745.1	HNDBBG_05999	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002007745.1	HNDBBG_06013	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002102225.1	HDDDIK_00038	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCA_002102225.1	HDDDIK_00050	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002102225.1	HDDDIK_00054	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002102225.1	HDDDIK_00078	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002102225.1	HDDDIK_00172	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00251	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002102225.1	HDDDIK_00322	Radical_SAM_HemN	4Fe-4S	core_validated	Cofactor biosynthesis	Heme biosynthesis (hemN)	radical_catalysis	
GCA_002102225.1	HDDDIK_00323	Nitrite_sulfite_reductase	4Fe-4S	core_validated	Assimilation	Nitrite/sulfite reduction (siroheme)	redox_catalysis	
GCA_002102225.1	HDDDIK_00458	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_00466	Nitrite_sulfite_reductase	4Fe-4S	core_validated	Assimilation	Nitrite/sulfite reduction (siroheme)	redox_catalysis	
GCA_002102225.1	HDDDIK_00467	Rieske_nitrite_reductase	2Fe-2S	core_validated	Nitrogen metabolism	Nitrite reduction	redox_catalysis	
GCA_002102225.1	HDDDIK_00492	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCA_002102225.1	HDDDIK_00508	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCA_002102225.1	HDDDIK_00600	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCA_002102225.1	HDDDIK_00617	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCA_002102225.1	HDDDIK_00674	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00684	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002102225.1	HDDDIK_00694	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00696	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00706	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCA_002102225.1	HDDDIK_00725	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00751	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00786	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002102225.1	HDDDIK_00840	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002102225.1	HDDDIK_00859	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCA_002102225.1	HDDDIK_00961	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCA_002102225.1	HDDDIK_01120	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCA_002102225.1	HDDDIK_01163	Rieske_QcrA	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (cytochrome bc1, QcrA)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01303	NADH_dehydrogenase	4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01306	NADH_dehydrogenase	2Fe-2S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01307	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01308	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01310	NADH_dehydrogenase	4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCA_002102225.1	HDDDIK_01402	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
